timestamp_utc,asset_id,vibration_mm_s,bearing_temp_c,motor_current_a,flow_l_min,quality_flag
2026-09-20T06:00:00Z,DEMO-FAN-01,2.57,38.0,4.32,,ok
2026-09-20T06:00:00Z,DEMO-PUMP-03,2.17,45.7,7.85,99.5,ok
2026-09-20T06:00:00Z,DEMO-PUMP-04,2.10,46.0,7.92,101.5,ok
2026-09-20T06:01:00Z,DEMO-FAN-01,2.85,39.2,4.06,,ok
2026-09-20T06:01:00Z,DEMO-PUMP-03,2.16,44.0,7.90,98.5,ok
2026-09-20T06:01:00Z,DEMO-PUMP-04,2.12,46.8,8.04,101.6,ok
2026-09-20T06:02:00Z,DEMO-FAN-01,2.56,39.3,4.13,,ok
2026-09-20T06:02:00Z,DEMO-PUMP-03,1.91,44.2,7.80,99.5,ok
2026-09-20T06:02:00Z,DEMO-PUMP-04,2.06,46.1,8.03,99.2,ok
2026-09-20T06:03:00Z,DEMO-FAN-01,2.99,39.6,4.29,,ok
2026-09-20T06:03:00Z,DEMO-PUMP-03,2.15,45.5,7.87,98.2,ok
2026-09-20T06:03:00Z,DEMO-PUMP-04,1.85,45.7,7.87,99.5,ok
2026-09-20T06:04:00Z,DEMO-FAN-01,2.94,39.2,4.08,,ok
2026-09-20T06:04:00Z,DEMO-PUMP-03,1.87,45.7,7.97,101.4,ok
2026-09-20T06:04:00Z,DEMO-PUMP-04,1.92,45.6,8.02,99.5,ok
2026-09-20T06:05:00Z,DEMO-FAN-01,2.97,39.1,4.37,,ok
2026-09-20T06:05:00Z,DEMO-PUMP-03,2.07,46.9,8.04,101.6,ok
2026-09-20T06:05:00Z,DEMO-PUMP-04,2.09,45.8,7.92,100.4,ok
2026-09-20T06:06:00Z,DEMO-FAN-01,2.80,39.4,4.26,,ok
2026-09-20T06:06:00Z,DEMO-PUMP-03,2.03,47.0,8.08,100.3,ok
2026-09-20T06:06:00Z,DEMO-PUMP-04,2.17,44.6,8.14,98.6,ok
2026-09-20T06:07:00Z,DEMO-FAN-01,2.54,38.3,4.32,,ok
2026-09-20T06:07:00Z,DEMO-PUMP-03,1.87,44.6,8.20,100.8,ok
2026-09-20T06:07:00Z,DEMO-PUMP-04,1.88,46.3,7.85,98.4,ok
2026-09-20T06:08:00Z,DEMO-FAN-01,2.96,38.1,4.22,,ok
2026-09-20T06:08:00Z,DEMO-PUMP-03,2.13,46.9,7.98,98.7,ok
2026-09-20T06:08:00Z,DEMO-PUMP-04,1.92,44.1,8.14,102.0,ok
2026-09-20T06:09:00Z,DEMO-FAN-01,2.79,40.9,4.20,,ok
2026-09-20T06:09:00Z,DEMO-PUMP-03,2.01,44.3,7.86,99.2,ok
2026-09-20T06:09:00Z,DEMO-PUMP-04,2.00,44.3,7.86,100.9,ok
2026-09-20T06:10:00Z,DEMO-FAN-01,2.75,39.3,4.08,,ok
2026-09-20T06:10:00Z,DEMO-PUMP-03,1.84,44.6,8.17,100.4,ok
2026-09-20T06:10:00Z,DEMO-PUMP-04,1.86,45.5,7.86,101.8,ok
2026-09-20T06:11:00Z,DEMO-FAN-01,2.94,39.6,4.08,,ok
2026-09-20T06:11:00Z,DEMO-PUMP-03,1.94,46.8,8.10,99.1,ok
2026-09-20T06:11:00Z,DEMO-PUMP-04,2.06,44.6,7.86,100.7,ok
2026-09-20T06:12:00Z,DEMO-FAN-01,2.87,38.8,4.10,,ok
2026-09-20T06:12:00Z,DEMO-PUMP-03,2.19,44.9,7.94,100.3,ok
2026-09-20T06:12:00Z,DEMO-PUMP-04,1.95,46.9,8.14,98.1,ok
2026-09-20T06:13:00Z,DEMO-FAN-01,2.89,38.5,4.05,,ok
2026-09-20T06:13:00Z,DEMO-PUMP-03,1.90,44.5,8.09,101.5,ok
2026-09-20T06:13:00Z,DEMO-PUMP-04,2.00,44.8,8.01,99.9,ok
2026-09-20T06:14:00Z,DEMO-FAN-01,2.98,39.9,4.40,,ok
2026-09-20T06:14:00Z,DEMO-PUMP-03,2.11,45.7,7.85,101.0,ok
2026-09-20T06:14:00Z,DEMO-PUMP-04,1.84,44.8,7.91,99.1,ok
2026-09-20T06:15:00Z,DEMO-FAN-01,2.74,40.0,4.35,,ok
2026-09-20T06:15:00Z,DEMO-PUMP-03,2.18,44.2,7.96,99.4,ok
2026-09-20T06:15:00Z,DEMO-PUMP-04,2.12,45.7,8.16,101.6,ok
2026-09-20T06:16:00Z,DEMO-FAN-01,2.55,40.2,4.35,,ok
2026-09-20T06:16:00Z,DEMO-PUMP-03,2.00,45.2,7.97,101.1,ok
2026-09-20T06:16:00Z,DEMO-PUMP-04,1.90,44.7,8.13,98.7,ok
2026-09-20T06:17:00Z,DEMO-FAN-01,2.94,39.1,4.31,,ok
2026-09-20T06:17:00Z,DEMO-PUMP-03,2.20,45.7,8.17,100.1,ok
2026-09-20T06:17:00Z,DEMO-PUMP-04,2.03,45.3,8.01,100.1,ok
2026-09-20T06:18:00Z,DEMO-FAN-01,2.98,38.4,4.35,,ok
2026-09-20T06:18:00Z,DEMO-PUMP-03,1.85,44.0,7.84,99.7,ok
2026-09-20T06:18:00Z,DEMO-PUMP-04,2.13,45.1,8.16,99.8,ok
2026-09-20T06:19:00Z,DEMO-FAN-01,2.73,38.4,4.24,,ok
2026-09-20T06:19:00Z,DEMO-PUMP-03,2.05,45.8,8.11,98.8,ok
2026-09-20T06:19:00Z,DEMO-PUMP-04,2.14,44.9,7.91,101.6,ok
2026-09-20T06:20:00Z,DEMO-FAN-01,2.98,38.5,4.08,,ok
2026-09-20T06:20:00Z,DEMO-PUMP-03,2.14,44.8,7.90,98.1,ok
2026-09-20T06:20:00Z,DEMO-PUMP-04,2.03,44.6,7.93,100.3,ok
2026-09-20T06:21:00Z,DEMO-FAN-01,2.94,38.9,4.04,,ok
2026-09-20T06:21:00Z,DEMO-PUMP-03,1.99,44.0,7.84,100.0,ok
2026-09-20T06:21:00Z,DEMO-PUMP-04,2.18,47.0,8.12,98.6,ok
2026-09-20T06:22:00Z,DEMO-FAN-01,2.72,40.7,4.18,,ok
2026-09-20T06:22:00Z,DEMO-PUMP-03,1.89,45.1,8.09,99.2,ok
2026-09-20T06:22:00Z,DEMO-PUMP-04,2.00,46.2,7.91,99.3,ok
2026-09-20T06:23:00Z,DEMO-FAN-01,2.98,39.1,4.16,,ok
2026-09-20T06:23:00Z,DEMO-PUMP-03,2.12,44.0,8.15,98.3,ok
2026-09-20T06:23:00Z,DEMO-PUMP-04,2.17,46.0,8.09,99.7,ok
2026-09-20T06:24:00Z,DEMO-FAN-01,2.71,39.6,4.14,,ok
2026-09-20T06:24:00Z,DEMO-PUMP-03,2.06,46.1,8.05,101.8,ok
2026-09-20T06:24:00Z,DEMO-PUMP-04,2.09,44.5,8.08,100.4,ok
2026-09-20T06:25:00Z,DEMO-FAN-01,2.75,39.9,4.36,,ok
2026-09-20T06:25:00Z,DEMO-PUMP-03,2.00,45.2,8.15,99.7,ok
2026-09-20T06:25:00Z,DEMO-PUMP-04,1.92,46.8,8.05,101.7,ok
2026-09-20T06:26:00Z,DEMO-FAN-01,2.99,38.9,4.14,,ok
2026-09-20T06:26:00Z,DEMO-PUMP-03,2.12,46.9,8.04,100.8,ok
2026-09-20T06:26:00Z,DEMO-PUMP-04,1.93,44.3,7.91,101.8,ok
2026-09-20T06:27:00Z,DEMO-FAN-01,2.93,40.0,4.08,,ok
2026-09-20T06:27:00Z,DEMO-PUMP-03,2.11,44.0,7.94,100.4,ok
2026-09-20T06:27:00Z,DEMO-PUMP-04,2.02,44.5,8.01,100.1,ok
2026-09-20T06:28:00Z,DEMO-FAN-01,2.80,40.7,4.18,,ok
2026-09-20T06:28:00Z,DEMO-PUMP-03,1.90,44.5,8.08,99.2,ok
2026-09-20T06:28:00Z,DEMO-PUMP-04,1.90,46.8,7.90,98.9,ok
2026-09-20T06:29:00Z,DEMO-FAN-01,2.71,38.3,4.07,,ok
2026-09-20T06:29:00Z,DEMO-PUMP-03,1.96,44.8,7.99,99.7,ok
2026-09-20T06:29:00Z,DEMO-PUMP-04,1.90,44.9,7.92,99.1,ok
2026-09-20T06:30:00Z,DEMO-FAN-01,2.72,38.8,4.18,,ok
2026-09-20T06:30:00Z,DEMO-PUMP-03,2.19,45.5,7.96,99.1,ok
2026-09-20T06:30:00Z,DEMO-PUMP-04,1.97,45.7,8.07,99.1,ok
2026-09-20T06:31:00Z,DEMO-FAN-01,2.67,38.5,4.03,,ok
2026-09-20T06:31:00Z,DEMO-PUMP-03,1.88,44.0,8.14,99.8,ok
2026-09-20T06:31:00Z,DEMO-PUMP-04,2.02,44.5,8.12,99.6,ok
2026-09-20T06:32:00Z,DEMO-FAN-01,2.79,40.1,4.37,,ok
2026-09-20T06:32:00Z,DEMO-PUMP-03,2.03,44.3,7.90,100.6,ok
2026-09-20T06:32:00Z,DEMO-PUMP-04,2.18,44.8,8.00,99.9,ok
2026-09-20T06:33:00Z,DEMO-FAN-01,2.63,38.1,4.33,,ok
2026-09-20T06:33:00Z,DEMO-PUMP-03,1.93,45.0,8.09,99.4,ok
2026-09-20T06:33:00Z,DEMO-PUMP-04,1.81,46.0,8.15,101.3,ok
2026-09-20T06:34:00Z,DEMO-FAN-01,2.71,39.0,4.04,,ok
2026-09-20T06:34:00Z,DEMO-PUMP-03,1.96,44.8,7.93,99.6,ok
2026-09-20T06:34:00Z,DEMO-PUMP-04,1.84,44.7,8.07,100.7,ok
2026-09-20T06:35:00Z,DEMO-FAN-01,2.62,40.0,4.04,,ok
2026-09-20T06:35:00Z,DEMO-PUMP-03,2.14,45.8,8.06,100.1,ok
2026-09-20T06:35:00Z,DEMO-PUMP-04,2.11,44.2,8.13,100.0,ok
2026-09-20T06:36:00Z,DEMO-FAN-01,2.52,38.0,4.08,,ok
2026-09-20T06:36:00Z,DEMO-PUMP-03,2.12,46.8,8.17,98.7,ok
2026-09-20T06:36:00Z,DEMO-PUMP-04,2.13,44.8,8.02,99.2,ok
2026-09-20T06:37:00Z,DEMO-FAN-01,2.92,39.8,4.04,,ok
2026-09-20T06:37:00Z,DEMO-PUMP-03,1.89,46.4,8.13,101.2,ok
2026-09-20T06:37:00Z,DEMO-PUMP-04,1.80,46.8,7.84,99.6,ok
2026-09-20T06:38:00Z,DEMO-FAN-01,2.78,40.2,4.11,,ok
2026-09-20T06:38:00Z,DEMO-PUMP-03,2.13,44.6,8.11,98.7,ok
2026-09-20T06:38:00Z,DEMO-PUMP-04,1.89,46.7,7.88,99.7,ok
2026-09-20T06:39:00Z,DEMO-FAN-01,2.79,39.1,4.12,,ok
2026-09-20T06:39:00Z,DEMO-PUMP-03,2.11,45.4,8.04,101.5,ok
2026-09-20T06:39:00Z,DEMO-PUMP-04,2.09,46.1,8.13,101.6,ok
2026-09-20T06:40:00Z,DEMO-FAN-01,2.61,39.2,4.04,,ok
2026-09-20T06:40:00Z,DEMO-PUMP-03,1.89,46.7,8.05,100.6,ok
2026-09-20T06:40:00Z,DEMO-PUMP-04,1.86,44.0,8.05,98.3,ok
2026-09-20T06:41:00Z,DEMO-FAN-01,2.75,40.4,4.11,,ok
2026-09-20T06:41:00Z,DEMO-PUMP-03,2.06,44.8,8.16,101.9,ok
2026-09-20T06:41:00Z,DEMO-PUMP-04,2.08,45.9,7.95,100.1,ok
2026-09-20T06:42:00Z,DEMO-FAN-01,2.71,39.5,4.23,,ok
2026-09-20T06:42:00Z,DEMO-PUMP-03,1.81,45.0,7.99,101.2,ok
2026-09-20T06:42:00Z,DEMO-PUMP-04,2.18,45.1,7.95,100.0,ok
2026-09-20T06:43:00Z,DEMO-FAN-01,2.57,38.2,4.39,,ok
2026-09-20T06:43:00Z,DEMO-PUMP-03,2.12,46.3,7.94,100.3,ok
2026-09-20T06:43:00Z,DEMO-PUMP-04,1.85,44.6,7.92,100.9,ok
2026-09-20T06:44:00Z,DEMO-FAN-01,2.55,40.2,4.18,,ok
2026-09-20T06:44:00Z,DEMO-PUMP-03,2.19,45.4,8.18,101.1,ok
2026-09-20T06:44:00Z,DEMO-PUMP-04,1.94,45.9,8.08,101.6,ok
2026-09-20T06:45:00Z,DEMO-FAN-01,2.81,40.9,4.14,,ok
2026-09-20T06:45:00Z,DEMO-PUMP-03,1.94,45.3,8.13,98.2,ok
2026-09-20T06:45:00Z,DEMO-PUMP-04,1.98,46.0,8.04,100.8,ok
2026-09-20T06:46:00Z,DEMO-FAN-01,2.97,39.6,4.22,,ok
2026-09-20T06:46:00Z,DEMO-PUMP-03,2.13,45.4,8.06,98.2,ok
2026-09-20T06:46:00Z,DEMO-PUMP-04,1.83,45.5,8.14,101.7,ok
2026-09-20T06:47:00Z,DEMO-FAN-01,2.64,39.4,4.06,,ok
2026-09-20T06:47:00Z,DEMO-PUMP-03,2.20,45.7,7.93,100.6,ok
2026-09-20T06:47:00Z,DEMO-PUMP-04,1.90,45.5,8.05,98.8,ok
2026-09-20T06:48:00Z,DEMO-FAN-01,2.79,39.0,4.07,,ok
2026-09-20T06:48:00Z,DEMO-PUMP-03,2.16,46.3,7.81,99.1,ok
2026-09-20T06:48:00Z,DEMO-PUMP-04,2.13,44.5,8.17,99.3,ok
2026-09-20T06:49:00Z,DEMO-FAN-01,2.96,40.1,4.38,,ok
2026-09-20T06:49:00Z,DEMO-PUMP-03,2.12,45.6,8.01,101.9,ok
2026-09-20T06:49:00Z,DEMO-PUMP-04,2.05,45.8,8.01,101.2,ok
2026-09-20T06:50:00Z,DEMO-FAN-01,2.63,40.0,4.06,,ok
2026-09-20T06:50:00Z,DEMO-PUMP-03,2.16,45.2,8.15,98.7,ok
2026-09-20T06:50:00Z,DEMO-PUMP-04,1.83,45.7,7.88,99.7,ok
2026-09-20T06:51:00Z,DEMO-FAN-01,2.82,40.1,4.29,,ok
2026-09-20T06:51:00Z,DEMO-PUMP-03,1.89,45.1,8.04,99.5,ok
2026-09-20T06:51:00Z,DEMO-PUMP-04,2.00,44.3,7.81,99.0,ok
2026-09-20T06:52:00Z,DEMO-FAN-01,2.56,38.6,4.07,,ok
2026-09-20T06:52:00Z,DEMO-PUMP-03,1.87,46.0,8.05,98.6,ok
2026-09-20T06:52:00Z,DEMO-PUMP-04,1.83,45.2,7.98,98.3,ok
2026-09-20T06:53:00Z,DEMO-FAN-01,2.82,39.4,4.37,,ok
2026-09-20T06:53:00Z,DEMO-PUMP-03,2.17,46.6,7.96,101.5,ok
2026-09-20T06:53:00Z,DEMO-PUMP-04,1.97,45.2,8.06,98.4,ok
2026-09-20T06:54:00Z,DEMO-FAN-01,2.56,39.2,4.17,,ok
2026-09-20T06:54:00Z,DEMO-PUMP-03,2.17,46.8,7.86,100.7,ok
2026-09-20T06:54:00Z,DEMO-PUMP-04,1.90,44.3,8.18,99.2,ok
2026-09-20T06:55:00Z,DEMO-FAN-01,2.88,40.8,4.11,,ok
2026-09-20T06:55:00Z,DEMO-PUMP-03,2.05,44.2,8.13,101.6,ok
2026-09-20T06:55:00Z,DEMO-PUMP-04,1.89,45.9,8.02,100.5,ok
2026-09-20T06:56:00Z,DEMO-FAN-01,2.55,39.4,4.02,,ok
2026-09-20T06:56:00Z,DEMO-PUMP-03,1.82,44.1,7.94,98.2,ok
2026-09-20T06:56:00Z,DEMO-PUMP-04,1.82,46.4,8.01,100.5,ok
2026-09-20T06:57:00Z,DEMO-FAN-01,2.52,40.8,4.04,,ok
2026-09-20T06:57:00Z,DEMO-PUMP-03,1.87,44.5,7.94,100.3,ok
2026-09-20T06:57:00Z,DEMO-PUMP-04,2.07,46.8,7.96,100.0,ok
2026-09-20T06:58:00Z,DEMO-FAN-01,2.80,39.6,4.04,,ok
